CustomerID,Gender,Age,AnnualIncome,SpendingScore,TimeSpentInMall,VisitsPerMonth,DistanceFromHome,HasCreditCard,Churn
1190.0,Female,,67224.0,93.0,200.0,2.0,44.01,No,Yes
1191.0,Male,45.0,65865.0,9.0,184.0,19.0,25.58,No,No
,,25.0,45553.0,15.0,10.0,17.0,4.21,Yes,Yes
1193.0,Male,19.0,124501.0,94.0,238.0,5.0,30.87,Yes,No
1194.0,Female,58.0,80410.0,26.0,95.0,25.0,0.55,No,No
1195.0,Female,63.0,,10.0,71.0,,38.82,No,
1196.0,Male,39.0,110895.0,29.0,215.0,28.0,32.56,,No
,Female,58.0,44816.0,80.0,114.0,23.0,,No,No
1198.0,,33.0,75026.0,36.0,259.0,21.0,18.8,No,No
1199.0,Male,46.0,70705.0,84.0,22.0,18.0,0.49,Yes,Yes
1200.0,Male,66.0,81922.0,37.0,172.0,8.0,34.71,Yes,Yes
,Male,65.0,135700.0,86.0,52.0,27.0,16.2,No,Yes
1202.0,,47.0,93914.0,71.0,120.0,15.0,28.62,No,Yes
1203.0,Female,29.0,21881.0,23.0,214.0,,47.84,Yes,Yes
1204.0,,52.0,59567.0,41.0,265.0,,15.04,No,No
1205.0,Male,28.0,67365.0,93.0,153.0,16.0,49.51,Yes,
1206.0,Female,63.0,147928.0,80.0,155.0,22.0,,No,Yes
1207.0,Male,67.0,99211.0,28.0,173.0,20.0,12.18,Yes,No
1208.0,Female,38.0,90122.0,48.0,178.0,13.0,21.9,No,No
1209.0,Male,38.0,45006.0,38.0,242.0,20.0,37.05,No,Yes
1210.0,Male,22.0,61198.0,31.0,280.0,2.0,22.38,No,No
,,,42831.0,14.0,69.0,3.0,3.52,Yes,
1212.0,,37.0,120649.0,97.0,244.0,15.0,8.51,Yes,No
1213.0,,,36459.0,73.0,174.0,23.0,39.59,Yes,Yes
1214.0,Female,20.0,52443.0,91.0,203.0,19.0,32.45,No,No
1215.0,Female,61.0,62316.0,88.0,243.0,13.0,28.53,No,No
,Male,50.0,116131.0,77.0,,,8.46,Yes,Yes
1217.0,Female,26.0,84486.0,,241.0,26.0,41.9,Yes,No
1218.0,Female,26.0,25877.0,,116.0,22.0,48.04,,No
1219.0,Male,21.0,59553.0,51.0,232.0,6.0,2.14,No,Yes
1220.0,Male,52.0,,49.0,89.0,14.0,3.99,No,Yes
1221.0,Male,34.0,24922.0,43.0,243.0,4.0,44.25,No,
1222.0,Female,51.0,142778.0,92.0,193.0,22.0,40.8,Yes,No
1223.0,Male,,137018.0,92.0,194.0,19.0,30.93,Yes,Yes
1224.0,Male,49.0,24686.0,72.0,143.0,23.0,47.25,No,Yes
1225.0,Male,,52766.0,87.0,229.0,7.0,32.36,No,
1226.0,Female,25.0,99943.0,93.0,297.0,4.0,10.88,No,No
1227.0,Male,62.0,52006.0,5.0,,2.0,36.46,Yes,No
,,40.0,51422.0,42.0,155.0,27.0,32.32,Yes,No
1229.0,,64.0,136590.0,7.0,136.0,,49.29,No,No
,Male,57.0,,42.0,144.0,3.0,10.77,No,Yes
1231.0,Male,29.0,32205.0,36.0,123.0,15.0,29.93,No,Yes
1232.0,Female,29.0,106590.0,27.0,273.0,1.0,39.03,No,Yes
,,63.0,43527.0,58.0,73.0,2.0,17.02,,No
1234.0,Male,64.0,,46.0,144.0,10.0,19.05,No,Yes
1235.0,Female,32.0,38443.0,,50.0,16.0,44.41,Yes,No
1236.0,Female,,36524.0,25.0,12.0,,20.27,Yes,No
,Male,36.0,136477.0,73.0,203.0,28.0,31.27,Yes,Yes
1238.0,,43.0,48202.0,27.0,119.0,15.0,44.47,No,Yes
1239.0,Male,69.0,85552.0,1.0,230.0,24.0,10.57,No,
1240.0,Male,46.0,66142.0,87.0,13.0,,49.1,No,
,Male,39.0,81692.0,74.0,253.0,14.0,35.13,Yes,
1242.0,Female,57.0,102384.0,42.0,175.0,22.0,24.86,No,Yes
1243.0,Male,38.0,40855.0,52.0,35.0,,21.6,Yes,No
1244.0,Male,68.0,103747.0,25.0,26.0,6.0,,No,No
,Male,55.0,80372.0,54.0,225.0,14.0,10.37,No,No
,Female,37.0,45095.0,67.0,,17.0,15.65,No,No
1247.0,Female,46.0,58724.0,6.0,40.0,18.0,15.46,Yes,Yes
1248.0,,68.0,69241.0,58.0,214.0,20.0,14.52,,Yes
1249.0,,21.0,123119.0,70.0,,19.0,23.48,Yes,No
,Female,24.0,,53.0,116.0,17.0,49.46,No,No
1251.0,Male,45.0,88379.0,66.0,155.0,,44.45,Yes,Yes
1252.0,Female,,114837.0,58.0,110.0,8.0,16.46,No,No
1253.0,Female,21.0,111996.0,82.0,250.0,,21.2,,No
1254.0,Female,39.0,117454.0,87.0,256.0,20.0,33.51,Yes,No
,Male,29.0,114283.0,2.0,172.0,28.0,0.96,Yes,No
1256.0,Female,62.0,35972.0,76.0,182.0,12.0,41.03,No,No
1257.0,Female,20.0,143805.0,22.0,44.0,9.0,44.0,No,
1258.0,Male,39.0,113846.0,37.0,293.0,27.0,42.87,No,Yes
1259.0,Female,61.0,42927.0,20.0,,14.0,18.82,No,No
1260.0,Male,19.0,140589.0,24.0,172.0,20.0,23.15,Yes,Yes
1261.0,Male,41.0,,84.0,106.0,1.0,0.72,Yes,Yes
1262.0,Male,,86630.0,65.0,64.0,10.0,20.03,Yes,Yes
1263.0,,44.0,124428.0,65.0,136.0,17.0,,No,
1264.0,Male,58.0,142035.0,81.0,,17.0,45.36,No,
1265.0,,18.0,72347.0,1.0,252.0,17.0,44.71,,No
1266.0,Male,25.0,119708.0,94.0,97.0,4.0,48.31,,Yes
1267.0,Male,40.0,146244.0,3.0,224.0,17.0,44.27,No,Yes
1268.0,Female,55.0,108860.0,46.0,101.0,18.0,0.51,No,
,Male,23.0,106210.0,55.0,244.0,20.0,32.11,Yes,No
1270.0,Female,39.0,89518.0,75.0,193.0,23.0,3.51,Yes,Yes
1271.0,Female,42.0,65283.0,88.0,47.0,2.0,13.7,No,Yes
1272.0,Female,35.0,101326.0,86.0,148.0,8.0,28.96,Yes,
1273.0,,34.0,,64.0,204.0,13.0,,No,No
1274.0,,29.0,140243.0,45.0,24.0,23.0,32.77,Yes,Yes
1275.0,,,109874.0,26.0,266.0,25.0,2.55,No,Yes
,Female,43.0,32748.0,,144.0,22.0,,Yes,Yes
1277.0,Male,44.0,41097.0,65.0,10.0,20.0,6.52,Yes,No
1278.0,Male,25.0,,24.0,58.0,22.0,,Yes,No
,Male,36.0,73311.0,74.0,105.0,15.0,8.99,,No
1280.0,Female,59.0,42692.0,,210.0,20.0,34.46,No,Yes
1281.0,Female,18.0,144954.0,24.0,35.0,23.0,41.56,No,Yes
,Male,46.0,43862.0,28.0,,9.0,20.5,Yes,Yes
1283.0,Male,62.0,110396.0,80.0,,3.0,,No,Yes
1284.0,Male,66.0,99507.0,16.0,60.0,3.0,10.08,Yes,No
1285.0,Male,52.0,100152.0,59.0,90.0,2.0,48.67,Yes,Yes
1286.0,Female,57.0,90469.0,81.0,45.0,1.0,17.56,No,Yes
1287.0,Female,31.0,24926.0,54.0,76.0,14.0,42.31,No,No
1288.0,Female,52.0,111299.0,79.0,138.0,17.0,47.27,No,
1289.0,Female,,,16.0,,,43.25,,Yes
,Male,62.0,55733.0,,254.0,19.0,3.45,No,
1291.0,Male,37.0,89855.0,,120.0,,32.55,No,No
1292.0,,,61743.0,,177.0,15.0,6.09,No,Yes
1293.0,Female,30.0,59876.0,65.0,151.0,27.0,0.38,Yes,No
1294.0,Male,,127445.0,79.0,206.0,,2.68,No,Yes
1295.0,Female,66.0,40323.0,90.0,118.0,14.0,45.82,Yes,No
1296.0,Female,63.0,36428.0,68.0,,,,No,
1297.0,Male,66.0,54578.0,43.0,170.0,7.0,11.37,No,No
1298.0,Male,25.0,106486.0,69.0,28.0,17.0,27.4,,
1299.0,,60.0,128577.0,99.0,136.0,18.0,47.76,Yes,Yes
,Female,37.0,84140.0,13.0,214.0,6.0,,,
1301.0,,50.0,146378.0,10.0,38.0,27.0,19.74,Yes,No
1302.0,Female,43.0,127325.0,75.0,216.0,21.0,24.21,No,Yes
1303.0,Male,56.0,103829.0,82.0,289.0,8.0,39.53,No,No
1304.0,Female,38.0,26364.0,98.0,160.0,28.0,23.92,,Yes
1305.0,,66.0,148867.0,41.0,249.0,27.0,39.19,Yes,Yes
1306.0,Male,59.0,55349.0,50.0,275.0,2.0,21.64,No,No
1307.0,Female,60.0,20691.0,87.0,,1.0,12.68,No,No
1308.0,Female,58.0,146899.0,71.0,114.0,16.0,16.39,Yes,Yes
1309.0,Male,26.0,115598.0,59.0,245.0,,3.98,No,Yes
,Female,41.0,86467.0,39.0,182.0,22.0,,No,
1311.0,Male,54.0,65896.0,,167.0,,7.49,Yes,
1312.0,Female,66.0,77062.0,76.0,,11.0,40.6,,Yes
1313.0,Male,,117266.0,7.0,166.0,15.0,,Yes,No
1314.0,Male,34.0,,49.0,267.0,13.0,,Yes,
1315.0,Female,41.0,33861.0,26.0,173.0,24.0,47.73,No,Yes
1316.0,Female,38.0,116837.0,33.0,,2.0,42.49,Yes,No
1317.0,Female,68.0,133779.0,48.0,163.0,14.0,,No,
1318.0,Female,56.0,108302.0,79.0,47.0,24.0,28.44,No,No
1319.0,Female,58.0,121710.0,2.0,140.0,6.0,,No,No
1320.0,Male,56.0,83928.0,71.0,264.0,9.0,46.78,No,Yes
1321.0,Female,30.0,126643.0,32.0,217.0,28.0,43.44,Yes,Yes
1322.0,Male,,135720.0,4.0,104.0,7.0,43.23,No,No
1323.0,Male,63.0,103231.0,20.0,180.0,18.0,34.69,,No
1324.0,Female,36.0,61347.0,36.0,259.0,24.0,,No,No
1325.0,Male,28.0,,32.0,199.0,9.0,0.83,,No
1326.0,Male,30.0,103793.0,28.0,208.0,23.0,37.43,,
,Male,63.0,48164.0,77.0,230.0,4.0,4.67,,Yes
,Male,62.0,45491.0,1.0,33.0,9.0,13.06,Yes,Yes
1329.0,Female,18.0,79222.0,60.0,253.0,4.0,27.62,Yes,Yes
1330.0,Male,57.0,43165.0,56.0,137.0,12.0,22.64,,
1331.0,,61.0,134250.0,35.0,102.0,4.0,0.89,Yes,No
1332.0,Female,36.0,23748.0,30.0,142.0,,41.22,No,No
1333.0,Male,29.0,118581.0,54.0,64.0,,43.95,No,Yes
1334.0,Female,25.0,46553.0,36.0,167.0,20.0,34.13,No,Yes
1335.0,,25.0,136547.0,55.0,38.0,,27.1,No,Yes
1336.0,Female,62.0,80380.0,89.0,220.0,24.0,48.04,No,No
,Male,29.0,64331.0,80.0,163.0,24.0,6.09,Yes,No
1338.0,Female,65.0,116033.0,58.0,231.0,7.0,36.92,Yes,No
1339.0,Female,50.0,116844.0,83.0,124.0,26.0,6.51,No,Yes
1340.0,Female,62.0,140617.0,65.0,167.0,13.0,19.15,Yes,Yes
1341.0,Male,43.0,,69.0,268.0,22.0,29.32,No,No
1342.0,Female,56.0,73865.0,51.0,260.0,8.0,36.88,,No
1343.0,Male,45.0,,22.0,131.0,23.0,0.29,Yes,No
1344.0,Male,22.0,95910.0,88.0,272.0,5.0,13.1,No,
1345.0,Male,25.0,24675.0,53.0,,12.0,26.96,Yes,No
,Male,42.0,86706.0,36.0,86.0,13.0,26.69,No,No
1347.0,Male,44.0,126985.0,68.0,136.0,29.0,31.92,Yes,Yes
1348.0,,63.0,129021.0,36.0,206.0,20.0,15.26,,No
1349.0,Female,,144062.0,52.0,,14.0,27.07,No,
1350.0,Male,47.0,147359.0,53.0,,28.0,9.57,Yes,No
1351.0,Female,62.0,97986.0,,17.0,18.0,9.42,No,No
,Female,64.0,96216.0,50.0,41.0,27.0,28.87,,Yes
1353.0,,40.0,30068.0,80.0,278.0,24.0,34.31,Yes,No
1354.0,Female,,74460.0,,200.0,25.0,6.11,Yes,Yes
1355.0,,64.0,,18.0,172.0,20.0,6.23,,No
1356.0,Female,,66418.0,,70.0,4.0,28.31,No,Yes
1357.0,Female,35.0,46206.0,,,21.0,13.58,Yes,No
1358.0,Male,35.0,148180.0,21.0,294.0,18.0,19.68,Yes,No
1359.0,Female,19.0,20287.0,44.0,104.0,,20.1,Yes,Yes
1360.0,,21.0,42337.0,,50.0,15.0,9.01,No,No
1361.0,Female,47.0,40666.0,39.0,,21.0,0.17,Yes,No
1362.0,,50.0,136595.0,29.0,213.0,6.0,42.67,No,
1363.0,Male,53.0,21161.0,54.0,276.0,16.0,35.78,No,No
1364.0,Female,35.0,134817.0,90.0,11.0,20.0,34.56,Yes,No
1365.0,,54.0,141025.0,85.0,187.0,24.0,27.37,No,No
1366.0,Female,36.0,120667.0,17.0,203.0,8.0,,No,No
1367.0,Male,64.0,110071.0,80.0,205.0,28.0,46.79,No,No
1368.0,Female,45.0,118064.0,60.0,258.0,21.0,33.32,No,Yes
1369.0,Male,57.0,58751.0,31.0,221.0,16.0,13.33,No,
1370.0,Female,37.0,102063.0,73.0,162.0,28.0,28.57,Yes,No
1371.0,Male,66.0,126511.0,95.0,167.0,22.0,22.17,Yes,No
1372.0,Male,50.0,109389.0,78.0,148.0,16.0,27.87,Yes,Yes
1373.0,Female,29.0,34758.0,49.0,230.0,3.0,25.93,No,Yes
1374.0,Female,68.0,85780.0,2.0,282.0,17.0,42.95,Yes,Yes
1375.0,Male,32.0,135614.0,,163.0,9.0,32.62,No,Yes
1376.0,Male,,23178.0,14.0,258.0,25.0,9.52,No,Yes
1377.0,Female,56.0,,59.0,288.0,,3.24,,Yes
1378.0,Male,19.0,22176.0,97.0,285.0,20.0,21.28,No,
1379.0,Female,46.0,123306.0,99.0,11.0,29.0,,Yes,No
1380.0,,58.0,,58.0,97.0,7.0,15.98,No,
1381.0,Female,27.0,143220.0,58.0,296.0,,18.46,Yes,No
1382.0,Female,19.0,,51.0,139.0,12.0,18.84,Yes,No
1383.0,Male,68.0,72550.0,84.0,87.0,19.0,48.97,No,Yes
1384.0,Female,28.0,,2.0,269.0,16.0,15.26,Yes,Yes
1385.0,Male,,64910.0,41.0,250.0,22.0,13.33,,
1386.0,,27.0,110417.0,83.0,150.0,,6.56,Yes,Yes
1387.0,Male,31.0,78251.0,,237.0,24.0,25.6,No,Yes
1388.0,,35.0,55422.0,16.0,,17.0,7.77,No,Yes
1389.0,Male,,31984.0,4.0,245.0,20.0,,No,No
1390.0,Male,26.0,109312.0,12.0,137.0,15.0,7.84,Yes,
1391.0,Female,56.0,81386.0,29.0,209.0,1.0,28.88,,Yes
1392.0,Female,45.0,,7.0,40.0,2.0,41.33,No,No
1393.0,Female,20.0,,14.0,,8.0,2.22,No,Yes
1394.0,Female,37.0,20320.0,12.0,30.0,22.0,21.05,Yes,No
1395.0,Male,23.0,,99.0,243.0,25.0,23.11,No,Yes
1396.0,Female,44.0,114171.0,,211.0,2.0,39.57,,Yes
1397.0,Male,19.0,41684.0,,288.0,19.0,23.45,Yes,No
1398.0,Male,46.0,75913.0,32.0,140.0,9.0,28.42,Yes,Yes
1399.0,Female,55.0,,74.0,157.0,9.0,39.58,No,No
1400.0,Male,20.0,41889.0,43.0,,13.0,28.03,No,
1401.0,Male,33.0,115849.0,81.0,171.0,6.0,17.98,No,
1402.0,Male,47.0,118071.0,69.0,70.0,15.0,4.38,No,Yes
1403.0,Male,,68899.0,45.0,134.0,19.0,36.52,Yes,Yes
1404.0,Female,19.0,144011.0,9.0,80.0,21.0,43.57,No,No
1405.0,Female,34.0,30770.0,49.0,252.0,15.0,48.51,No,No
1406.0,,58.0,59321.0,33.0,258.0,18.0,46.34,Yes,Yes
1407.0,Female,29.0,105962.0,,230.0,7.0,39.89,Yes,Yes
1408.0,Male,52.0,129863.0,9.0,,26.0,32.21,,Yes
1409.0,Male,60.0,61777.0,62.0,91.0,11.0,,Yes,Yes
1410.0,Female,18.0,66250.0,57.0,19.0,8.0,21.66,Yes,Yes
1411.0,Female,,93034.0,29.0,21.0,6.0,29.78,Yes,Yes
1412.0,,32.0,124940.0,78.0,272.0,8.0,17.5,,Yes
1413.0,,43.0,60130.0,25.0,,2.0,16.4,No,No
1414.0,,54.0,101931.0,15.0,201.0,,37.86,No,No
1415.0,Female,38.0,69346.0,6.0,259.0,16.0,22.75,,Yes
1416.0,Female,66.0,22537.0,,,7.0,,No,
1417.0,Male,48.0,104762.0,29.0,35.0,10.0,10.18,No,No
1418.0,Male,42.0,35216.0,79.0,280.0,12.0,42.97,Yes,
1419.0,Male,40.0,104149.0,93.0,42.0,17.0,33.92,Yes,No
1420.0,Male,41.0,,4.0,71.0,7.0,27.35,,No
1421.0,Male,55.0,109904.0,82.0,238.0,22.0,20.11,Yes,
1422.0,Male,45.0,49327.0,57.0,104.0,8.0,21.6,Yes,No
1423.0,Male,38.0,34209.0,49.0,44.0,7.0,2.97,No,No
1424.0,Male,60.0,68443.0,44.0,202.0,4.0,22.8,No,
,Female,35.0,35029.0,80.0,,3.0,39.79,Yes,Yes
1426.0,Female,53.0,87613.0,75.0,258.0,19.0,19.46,Yes,No
1427.0,Male,52.0,99443.0,14.0,92.0,15.0,,No,Yes
1428.0,Male,62.0,,3.0,34.0,4.0,0.88,No,No
1429.0,Female,26.0,122171.0,62.0,66.0,25.0,22.95,No,
1430.0,Male,55.0,134456.0,64.0,41.0,9.0,1.36,Yes,No
1431.0,Male,47.0,82559.0,45.0,21.0,13.0,,Yes,
1432.0,Male,61.0,84892.0,82.0,101.0,18.0,25.39,No,No
,Female,51.0,,58.0,10.0,21.0,42.02,Yes,No
1434.0,Female,49.0,28635.0,20.0,145.0,16.0,29.13,,Yes
1435.0,Female,20.0,53065.0,58.0,205.0,1.0,16.24,Yes,Yes
1436.0,Female,,131399.0,89.0,142.0,4.0,25.86,Yes,Yes
1437.0,Female,,140544.0,57.0,95.0,18.0,35.02,No,Yes
1438.0,Male,61.0,127340.0,77.0,,8.0,4.79,No,
1439.0,Female,32.0,53783.0,68.0,189.0,,31.09,Yes,No
1440.0,Male,58.0,54152.0,78.0,13.0,16.0,45.84,,No
1441.0,Male,40.0,78741.0,,135.0,,15.03,Yes,No
,Female,,127049.0,92.0,184.0,11.0,31.37,No,No
,Female,28.0,71502.0,,260.0,20.0,41.08,No,Yes
1444.0,Male,65.0,,37.0,30.0,21.0,25.64,Yes,Yes
1445.0,Male,49.0,37653.0,8.0,114.0,21.0,35.93,Yes,
1446.0,Male,53.0,117999.0,44.0,,21.0,15.62,Yes,
1447.0,Female,50.0,119564.0,98.0,,27.0,15.37,No,No
1448.0,Female,41.0,60469.0,5.0,58.0,19.0,33.41,No,Yes
1449.0,Female,,143064.0,,25.0,23.0,35.3,Yes,No
1450.0,Female,51.0,106483.0,31.0,154.0,19.0,46.86,No,No
,Female,45.0,141585.0,45.0,259.0,18.0,11.32,Yes,Yes
1452.0,Male,54.0,79754.0,,84.0,19.0,23.46,,No
1453.0,Female,24.0,49978.0,32.0,299.0,11.0,12.6,Yes,Yes
1454.0,Male,21.0,107592.0,33.0,291.0,,4.1,Yes,Yes
1455.0,Male,54.0,114543.0,67.0,75.0,8.0,20.22,,Yes
1456.0,Male,18.0,63169.0,,134.0,20.0,18.77,No,
1457.0,Female,18.0,68287.0,76.0,96.0,19.0,,No,No
1458.0,Female,64.0,74745.0,29.0,50.0,10.0,14.92,Yes,No
1459.0,Female,37.0,130168.0,3.0,195.0,,18.08,No,No
1460.0,Male,36.0,133985.0,90.0,275.0,5.0,49.44,Yes,Yes
1461.0,Male,46.0,140843.0,57.0,280.0,20.0,39.17,No,No
1462.0,Male,27.0,25543.0,30.0,51.0,9.0,3.66,No,Yes
1463.0,Male,35.0,,9.0,102.0,8.0,43.63,Yes,No
,Male,45.0,41067.0,26.0,,,31.7,No,No
1465.0,Male,52.0,71033.0,2.0,224.0,16.0,44.54,Yes,Yes
1466.0,Female,60.0,65256.0,62.0,26.0,7.0,17.15,,
1467.0,Female,,110633.0,3.0,274.0,15.0,23.28,Yes,Yes
1468.0,Female,48.0,,,123.0,24.0,,Yes,Yes
1469.0,Female,44.0,129048.0,68.0,57.0,29.0,13.7,,No
1470.0,Male,28.0,89345.0,,106.0,21.0,45.78,Yes,No
,Male,,42191.0,51.0,104.0,20.0,41.44,Yes,
1472.0,Female,,,13.0,83.0,23.0,49.03,Yes,No
1473.0,Male,,92742.0,44.0,77.0,17.0,16.28,,Yes
,Female,22.0,138843.0,35.0,255.0,6.0,11.86,Yes,Yes
1475.0,Female,,106593.0,55.0,86.0,15.0,16.61,No,
1476.0,Female,51.0,48992.0,87.0,217.0,8.0,,,
1477.0,Male,65.0,132050.0,9.0,263.0,7.0,16.72,No,No
1478.0,Female,69.0,101531.0,2.0,230.0,,28.3,Yes,Yes
1479.0,Female,29.0,68803.0,61.0,271.0,13.0,20.24,Yes,No
1480.0,Female,55.0,129975.0,41.0,268.0,23.0,19.87,No,Yes
1481.0,Male,18.0,83477.0,,83.0,29.0,9.75,Yes,No
1482.0,Male,48.0,,64.0,134.0,6.0,26.9,Yes,No
1483.0,Female,21.0,103329.0,,197.0,29.0,42.49,Yes,Yes
1484.0,Male,66.0,46270.0,47.0,263.0,5.0,2.57,,Yes
1485.0,Male,62.0,82008.0,2.0,244.0,20.0,44.47,No,No
1486.0,Male,67.0,25197.0,96.0,259.0,1.0,33.31,Yes,Yes
1487.0,Male,22.0,133857.0,82.0,81.0,29.0,30.88,No,Yes
1488.0,Male,47.0,27452.0,77.0,,18.0,31.33,Yes,No
1489.0,Male,41.0,61486.0,69.0,165.0,15.0,14.88,Yes,Yes
1490.0,Male,20.0,34859.0,58.0,124.0,23.0,20.82,Yes,Yes
1491.0,Male,28.0,47236.0,44.0,237.0,10.0,39.98,Yes,No
1492.0,Male,62.0,51899.0,74.0,254.0,3.0,15.39,No,No
1493.0,Male,21.0,52083.0,56.0,,5.0,,Yes,Yes
1494.0,Female,43.0,87708.0,43.0,25.0,24.0,,,No
1495.0,Female,44.0,131462.0,89.0,51.0,29.0,36.7,Yes,Yes
1496.0,Male,63.0,36663.0,34.0,119.0,13.0,20.94,No,
1497.0,Female,60.0,113076.0,30.0,287.0,8.0,26.32,No,Yes
1498.0,Female,44.0,138665.0,,28.0,22.0,5.82,No,No
1499.0,Male,59.0,39053.0,70.0,75.0,21.0,49.59,,Yes
1500.0,Male,68.0,31085.0,55.0,,29.0,15.19,Yes,Yes
1501.0,,67.0,50564.0,67.0,82.0,2.0,31.79,Yes,Yes
,Female,23.0,109745.0,13.0,121.0,9.0,,No,No
,Female,,79095.0,3.0,283.0,17.0,39.28,Yes,
,Male,47.0,89517.0,26.0,94.0,27.0,14.76,Yes,No
,Male,59.0,41153.0,57.0,148.0,18.0,37.82,No,Yes
1506.0,Male,,25247.0,,48.0,,19.19,,Yes
1507.0,Female,54.0,,53.0,114.0,1.0,,No,No
1508.0,Female,,,70.0,290.0,12.0,33.67,No,
1509.0,Female,54.0,,43.0,132.0,20.0,39.24,,Yes
1510.0,Female,52.0,26135.0,60.0,227.0,20.0,33.38,No,Yes
1511.0,Male,40.0,,58.0,70.0,21.0,45.0,No,Yes
1512.0,Male,23.0,138819.0,49.0,,5.0,14.33,,No
1513.0,Male,21.0,,42.0,213.0,8.0,45.04,Yes,No
1514.0,Male,35.0,99267.0,76.0,267.0,27.0,6.63,Yes,No
1515.0,,26.0,27189.0,66.0,14.0,,,Yes,Yes
1516.0,Female,66.0,100077.0,11.0,,27.0,27.43,No,Yes
1517.0,,46.0,63646.0,98.0,189.0,3.0,24.78,No,No
1518.0,Male,30.0,96623.0,90.0,142.0,6.0,15.61,No,No
1519.0,Female,64.0,131971.0,18.0,,28.0,25.24,,No
1520.0,Male,69.0,,85.0,274.0,13.0,8.17,Yes,Yes
1521.0,,34.0,88312.0,52.0,102.0,12.0,18.53,No,No
1522.0,,,127615.0,46.0,159.0,19.0,5.02,No,Yes
1523.0,Male,,47564.0,44.0,147.0,29.0,28.64,No,
1524.0,Male,65.0,48835.0,22.0,217.0,18.0,4.88,No,Yes
1525.0,,39.0,81587.0,53.0,,24.0,,No,Yes
1526.0,Male,21.0,27697.0,59.0,243.0,1.0,,Yes,No
1527.0,Male,22.0,100165.0,94.0,70.0,25.0,19.13,No,
1528.0,Male,54.0,93922.0,,275.0,27.0,42.11,No,Yes
1529.0,Female,,37046.0,8.0,143.0,7.0,45.35,,No
1530.0,Female,66.0,77823.0,98.0,122.0,,3.69,No,No
1531.0,Female,30.0,93580.0,57.0,200.0,10.0,31.76,Yes,
,Female,51.0,73370.0,73.0,196.0,29.0,34.25,,Yes
1533.0,Female,62.0,29615.0,,98.0,12.0,26.74,No,Yes
1534.0,Male,,133338.0,25.0,196.0,11.0,33.38,No,No
1535.0,,40.0,25060.0,19.0,141.0,4.0,11.76,,
1536.0,Female,68.0,96436.0,5.0,132.0,19.0,,No,Yes
1537.0,Male,20.0,80519.0,75.0,57.0,6.0,19.6,Yes,No
1538.0,Female,59.0,140562.0,79.0,297.0,,4.58,No,
1539.0,Female,51.0,91117.0,72.0,188.0,9.0,31.32,,Yes
1540.0,Male,49.0,81158.0,83.0,189.0,20.0,24.81,No,
1541.0,Male,62.0,54782.0,87.0,108.0,,13.83,No,No
1542.0,Male,68.0,105709.0,27.0,43.0,5.0,23.74,No,
1543.0,Female,66.0,98533.0,40.0,79.0,27.0,38.79,No,Yes
1544.0,Male,38.0,128939.0,96.0,180.0,13.0,40.1,No,No
,Female,63.0,78255.0,26.0,281.0,9.0,32.51,No,No
1546.0,Female,61.0,131952.0,27.0,68.0,2.0,23.44,No,No
1547.0,Female,38.0,92684.0,,190.0,,28.83,Yes,Yes
1548.0,Male,61.0,76918.0,83.0,28.0,21.0,19.31,Yes,No
1549.0,Male,28.0,146093.0,50.0,235.0,1.0,6.42,Yes,Yes
1550.0,Female,56.0,104284.0,42.0,104.0,24.0,19.34,Yes,No
,,21.0,,29.0,90.0,21.0,,No,Yes
1552.0,Male,,105549.0,39.0,,12.0,29.98,No,Yes
1553.0,Male,18.0,124223.0,60.0,231.0,10.0,46.8,Yes,No
,Female,45.0,101422.0,41.0,112.0,2.0,38.89,Yes,
1555.0,Female,41.0,140363.0,33.0,63.0,28.0,7.68,Yes,No
1556.0,Male,52.0,146352.0,83.0,192.0,9.0,8.79,Yes,No
1557.0,Female,30.0,45256.0,83.0,77.0,,,No,Yes
1558.0,Male,64.0,50005.0,97.0,37.0,23.0,36.94,Yes,Yes
1559.0,Male,51.0,26638.0,16.0,283.0,24.0,35.34,No,Yes
1560.0,Male,28.0,57419.0,23.0,291.0,22.0,49.32,No,No
1561.0,Male,53.0,53377.0,7.0,128.0,,26.15,No,
1562.0,Female,68.0,126244.0,26.0,143.0,11.0,41.34,Yes,No
1563.0,Female,34.0,63116.0,,138.0,,28.86,Yes,No
,Female,52.0,56634.0,12.0,17.0,11.0,43.72,No,No
1565.0,Male,35.0,102291.0,72.0,60.0,17.0,36.08,,No
1566.0,,,,5.0,290.0,4.0,32.18,Yes,Yes
,Male,39.0,135303.0,92.0,184.0,13.0,28.3,No,No
1568.0,Female,41.0,76063.0,69.0,192.0,7.0,36.18,No,No
1569.0,Male,36.0,42394.0,49.0,201.0,16.0,,Yes,
1570.0,Female,54.0,87789.0,26.0,,1.0,4.92,No,No
1571.0,Female,56.0,123246.0,5.0,244.0,13.0,2.1,Yes,Yes
,Female,38.0,130634.0,22.0,92.0,1.0,24.0,Yes,Yes
1573.0,,25.0,20864.0,79.0,102.0,11.0,30.0,No,
1574.0,Female,45.0,119572.0,13.0,277.0,6.0,4.03,No,No
1575.0,Female,22.0,60222.0,28.0,129.0,20.0,14.42,Yes,No
1576.0,Male,34.0,33666.0,33.0,80.0,3.0,16.17,No,No
1577.0,Male,54.0,143664.0,23.0,26.0,12.0,28.18,Yes,Yes
1578.0,Female,53.0,,97.0,262.0,5.0,14.0,No,
